,球员,号码,出场时间,首发,2分中-投,3分中-投,罚球中-投,进攻篮板,防守篮板,助攻,犯规,抢断,失误,盖帽,扣篮,被侵,快攻,得分,Game_ID,球队
1899,李泓澎,7,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000053,同曦
1900,李盛东,77,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000053,同曦
1901,卢伟,12,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000053,同曦
1902,孙思尧,24,4,0,0-1(0%),0-1(0%),0-0(0%),0,0,0,0,0,1,0,0,0,0/0,0,2019202000053,同曦
1903,张韩,29,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000053,同曦
1904,李柏润,5,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000053,同曦
1905,同曦,--,--,--,18-43(42%),12-31(39%),13-19(68%),11,28,20,22,11,17,6,4,18,0/0,85,2019202000053,同曦
1906,福特森,4,48,1,8-9(89%),3-15(20%),9-17(53%),1,3,9,4,2,2,0,0,14,0/0,34,2019202000054,四川
1907,陈辰,32,42,1,4-7(57%),4-7(57%),3-4(75%),2,8,3,5,0,1,0,0,2,0/0,23,2019202000054,四川
1908,托马斯-罗宾逊,41,26,1,6-11(55%),0-1(0%),2-5(40%),5,7,2,4,0,3,0,0,4,0/0,14,2019202000054,四川
1909,李原宇,15,41,1,3-5(60%),2-4(50%),1-5(20%),2,4,1,4,0,3,3,0,3,0/0,13,2019202000054,四川
1910,胡林森,8,22,1,0-3(0%),3-7(43%),3-4(75%),0,3,0,4,1,1,0,0,2,0/0,12,2019202000054,四川
1911,李柯七,17,27,0,1-1(100%),2-2(100%),0-0(0%),0,1,4,6,2,2,0,0,2,0/0,8,2019202000054,四川
1912,景菡一,1,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000054,四川
1913,孟达,12,4,0,0-1(0%),0-2(0%),0-0(0%),0,0,1,0,0,0,0,0,0,0/0,0,2019202000054,四川
1914,王政博,6,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000054,四川
1915,胡钧淋,2,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000054,四川
1916,莫蒙尘,10,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000054,四川
1917,郭治瀚,11,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000054,四川
1918,左朕年,13,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000054,四川
1919,闵庆飞,7,2,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,2,0,0,0,0,1,0/0,0,2019202000054,四川
1920,袁振梁,25,18,0,0-2(0%),0-0(0%),0-0(0%),0,3,0,2,0,0,0,0,1,0/0,0,2019202000054,四川
1921,侯天一,14,5,0,0-0(0%),0-1(0%),0-0(0%),0,0,0,4,0,0,0,0,0,0/0,0,2019202000054,四川
1922,于刚,77,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000054,四川
1923,张松涛,39,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000054,四川
1924,袁堂文,3,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000054,四川
1925,四川,--,--,--,22-39(56%),14-39(36%),18-35(51%),10,29,20,35,5,12,3,0,29,0/0,104,2019202000054,四川
1926,尼克尔森,44,38,1,4-9(44%),0-4(0%),9-9(100%),4,9,2,4,0,3,1,0,10,0/0,17,2019202000054,广州
1927,陈盈骏,9,37,1,3-11(27%),0-3(0%),10-13(77%),1,4,6,5,2,0,0,0,7,0/0,16,2019202000054,广州
1928,张永鹏,33,26,1,3-5(60%),0-0(0%),4-4(100%),1,5,1,5,0,0,1,1,2,0/0,10,2019202000054,广州
1929,刘丰搏,30,21,1,0-0(0%),1-3(33%),2-2(100%),0,1,1,0,1,0,0,0,1,0/0,5,2019202000054,广州
1930,田宇恒,10,7,1,0-0(0%),0-0(0%),0-0(0%),0,0,0,1,0,1,0,0,0,0/0,0,2019202000054,广州
1931,亨特,3,33,0,6-11(55%),3-5(60%),14-20(70%),3,5,3,3,3,4,0,1,13,0/0,35,2019202000054,广州
1932,郑准,50,10,0,0-0(0%),2-3(67%),0-0(0%),0,2,1,1,0,0,0,0,0,0/0,6,2019202000054,广州
1933,孙鸣阳,27,17,0,1-3(33%),1-1(100%),0-0(0%),0,3,0,3,0,0,0,0,0,0/0,5,2019202000054,广州
1934,衡艺丰,8,25,0,0-0(0%),1-6(17%),0-0(0%),0,1,1,0,0,1,0,0,0,0/0,3,2019202000054,广州
1935,司坤,6,12,0,1-2(50%),0-0(0%),0-0(0%),0,1,0,5,0,3,0,0,1,0/0,2,2019202000054,广州
1936,贾明儒,11,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000054,广州
1937,谷玥灼,12,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000054,广州
1938,姚天一,1,7,0,0-1(0%),0-0(0%),0-0(0%),0,0,0,2,0,0,0,0,0,0/0,0,2019202000054,广州
1939,张展玮,23,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000054,广州
1940,郭凯,14,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000054,广州
1941,李炎哲,13,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000054,广州
1942,广州,--,--,--,18-42(43%),8-25(32%),39-48(81%),9,31,15,29,6,12,2,2,34,0/0,99,2019202000054,广州
1943,查森-兰德尔,25,42,1,8-14(57%),2-9(22%),3-4(75%),1,5,8,4,0,5,0,0,3,0/0,25,2019202000055,天津
1944,时德帅,23,41,1,3-6(50%),2-2(100%),7-7(100%),2,8,3,2,1,1,2,0,5,0/0,19,2019202000055,天津
1945,李荣培,7,33,1,3-8(38%),1-3(33%),2-2(100%),3,2,2,4,0,1,0,0,1,0/0,11,2019202000055,天津
1946,刘伟,21,15,1,2-3(67%),0-1(0%),0-0(0%),1,3,2,5,1,2,0,0,1,0/0,4,2019202000055,天津
1947,何思雨,20,15,1,1-2(50%),0-2(0%),1-3(33%),2,1,0,4,2,0,0,0,3,0/0,3,2019202000055,天津
1948,田雨,16,34,0,8-9(89%),2-4(50%),2-2(100%),3,0,0,1,0,2,0,0,2,0/0,24,2019202000055,天津
1949,孟子凯,1,18,0,2-3(67%),0-1(0%),0-0(0%),0,3,0,3,3,1,0,0,1,0/0,4,2019202000055,天津
1950,金鑫,10,9,0,1-1(100%),0-1(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,2,2019202000055,天津
1951,史仪,22,5,0,1-2(50%),0-0(0%),0-0(0%),0,1,1,0,1,0,0,0,0,0/0,2,2019202000055,天津
1952,张云梦,13,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000055,天津
1953,关健,68,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000055,天津
1954,田野,17,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000055,天津
1955,韩博林,8,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000055,天津
1956,高森堡,2,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000055,天津
1957,张智涵,9,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000055,天津
1958,孟祥龙,14,5,0,0-0(0%),0-0(0%),0-0(0%),0,1,1,2,0,0,0,0,1,0/0,0,2019202000055,天津
1959,马尔科-托多罗维奇,19,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000055,天津
1960,栾晓君,4,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000055,天津
1961,潘宁,6,4,0,0-2(0%),0-0(0%),0-0(0%),0,0,0,1,0,2,0,0,0,0/0,0,2019202000055,天津
1962,刘帅,12,13,0,0-1(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000055,天津
1963,天津,--,--,--,29-51(57%),7-23(30%),15-18(83%),12,24,17,26,8,14,2,0,17,0/0,94,2019202000055,天津
1964,邓蒙,12,43,1,10-19(53%),6-13(46%),5-7(71%),1,4,10,2,1,3,0,0,11,0/0,43,2019202000055,浙江
1965,朱旭航,21,45,1,4-4(100%),3-4(75%),0-0(0%),3,2,2,4,4,2,1,0,4,0/0,17,2019202000055,浙江
1966,吴前,33,36,1,2-6(33%),2-10(20%),1-1(100%),1,7,7,2,3,2,2,0,2,0/0,11,2019202000055,浙江
1967,张大宇,24,33,1,2-3(67%),0-0(0%),2-2(100%),3,3,0,1,0,2,3,0,3,0/0,6,2019202000055,浙江
1968,王奕博,15,4,1,0-0(0%),0-0(0%),0-0(0%),0,1,0,2,0,0,0,0,0,0/0,0,2019202000055,浙江
1969,兰兹博格,1,28,0,5-11(45%),1-5(20%),1-3(33%),3,3,0,0,0,1,0,0,5,0/0,14,2019202000055,浙江
1970,付磊,3,30,0,3-3(100%),2-2(100%),0-0(0%),2,3,0,1,2,0,0,1,0,0/0,12,2019202000055,浙江
1971,刘泽一,10,16,0,0-2(0%),0-0(0%),2-2(100%),0,1,0,5,1,1,1,0,1,0/0,2,2019202000055,浙江
1972,孙岩松,9,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000055,浙江
1973,林孝天,5,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000055,浙江
1974,程帅澎,6,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000055,浙江
1975,陆文博,8,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000055,浙江
1976,张正昕,28,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000055,浙江
1977,白杰,16,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000055,浙江
1978,李耀强,11,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000055,浙江
1979,鞠鹏,7,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000055,浙江
1980,王仔路,23,1,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000055,浙江
1981,刘育辰,30,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000055,浙江
1982,浙江,--,--,--,26-48(54%),14-34(41%),11-15(73%),13,24,19,17,11,11,7,1,26,0/0,105,2019202000055,浙江
1983,亚当斯,4,42,1,13-19(68%),5-13(38%),15-16(94%),1,9,2,1,5,3,2,0,13,0/0,56,2019202000056,青岛
1984,刘传兴,21,22,1,6-8(75%),0-0(0%),2-4(50%),3,4,1,6,0,0,1,1,2,0/0,14,2019202000056,青岛
1985,王庆明,32,36,1,3-5(60%),2-5(40%),0-0(0%),3,1,2,4,1,1,0,0,1,0/0,12,2019202000056,青岛
1986,翟逸,33,24,1,4-5(80%),1-1(100%),0-0(0%),0,0,1,3,1,0,0,1,1,0/0,11,2019202000056,青岛
1987,赵泰隆,8,28,1,0-1(0%),1-3(33%),3-4(75%),1,2,1,1,1,2,0,0,2,0/0,6,2019202000056,青岛
1988,张骋宇,6,26,0,5-8(63%),3-8(38%),1-2(50%),2,0,2,1,3,1,0,0,1,0/0,20,2019202000056,青岛
1989,约翰逊,41,23,0,6-6(100%),0-0(0%),4-4(100%),2,6,3,6,0,5,1,0,3,0/0,16,2019202000056,青岛
1990,林韦翰,16,17,0,0-0(0%),0-2(0%),1-2(50%),1,0,4,3,3,0,0,0,2,0/0,1,2019202000056,青岛
1991,丁皓然,35,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000056,青岛
1992,赵戌宏,20,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000056,青岛
1993,赵大鹏,30,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000056,青岛
1994,许家晗,3,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000056,青岛
1995,周湛东,24,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000056,青岛
1996,杨金蒙,7,4,0,0-1(0%),0-1(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000056,青岛
1997,王睿泽,2,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000056,青岛
1998,杨凯,9,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000056,青岛
1999,张昊,55,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000056,青岛
2000,史文龙,26,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000056,青岛
2001,焦海龙,17,12,0,0-2(0%),0-1(0%),0-0(0%),0,1,1,2,0,0,0,0,0,0/0,0,2019202000056,青岛
2002,青岛,--,--,--,37-55(67%),12-34(35%),26-32(81%),13,23,17,27,14,12,4,2,25,0/0,136,2019202000056,青岛
2003,王哲林,31,40,1,10-14(71%),1-2(50%),10-10(100%),2,6,5,1,2,3,2,4,5,0/0,33,2019202000056,福建
2004,陈林坚,15,40,1,2-5(40%),5-6(83%),0-0(0%),0,2,0,3,0,2,0,0,1,0/0,19,2019202000056,福建
2005,阿玛尔-斯塔德迈尔,32,32,1,7-16(44%),0-1(0%),5-6(83%),2,5,2,4,2,3,0,2,8,0/0,19,2019202000056,福建
2006,谢亚财,19,8,1,1-3(33%),0-0(0%),0-0(0%),1,0,0,3,2,2,0,0,0,0/0,2,2019202000056,福建
2007,李江淮,5,24,1,1-1(100%),0-3(0%),0-0(0%),0,4,0,6,0,0,0,0,0,0/0,2,2019202000056,福建
2008,泰-劳森,1,39,0,11-17(65%),2-6(33%),10-11(91%),1,3,5,2,0,5,0,0,10,0/0,38,2019202000056,福建
2009,黄毅超,14,17,0,0-1(0%),2-4(50%),0-0(0%),2,1,0,2,0,0,0,0,0,0/0,6,2019202000056,福建
2010,孙椿棚,13,15,0,1-2(50%),0-0(0%),2-2(100%),3,1,2,1,1,0,0,0,2,0/0,4,2019202000056,福建
2011,孙喆,17,8,0,1-2(50%),0-0(0%),0-0(0%),1,0,0,1,0,1,0,0,0,0/0,2,2019202000056,福建
2012,胡珑贸,10,13,0,1-1(100%),0-1(0%),0-0(0%),1,2,0,2,0,1,0,0,1,0/0,2,2019202000056,福建
2013,卡米然斯地克江,3,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000056,福建
2014,刘洺宇,6,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000056,福建
2015,徐铭智,0,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000056,福建
2016,曹飞,29,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000056,福建
2017,王润锋,16,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000056,福建
2018,刁成灏,24,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000056,福建
2019,何重达,11,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000056,福建
2020,汤杰,7,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000056,福建
2021,福建,--,--,--,35-62(56%),10-23(43%),27-29(93%),13,24,14,25,7,17,2,6,27,0/0,127,2019202000056,福建
2022,陶汉林,20,29,1,7-9(78%),0-0(0%),1-2(50%),3,5,0,5,0,2,0,5,2,0/0,15,2019202000057,山东
2023,贾诚,23,20,1,4-8(50%),2-4(50%),0-0(0%),2,4,0,0,0,3,0,0,1,0/0,14,2019202000057,山东
2024,哈德森,0,35,1,5-12(42%),0-10(0%),3-4(75%),0,8,2,1,2,2,1,0,6,0/0,13,2019202000057,山东
2025,李敬宇,8,25,1,0-0(0%),2-5(40%),0-0(0%),1,1,3,2,0,2,0,0,1,0/0,6,2019202000057,山东
2026,陈培东,44,29,1,2-8(25%),0-4(0%),2-2(100%),3,4,3,5,0,1,0,0,1,0/0,6,2019202000057,山东
2027,詹姆斯-梅斯,40,27,0,5-6(83%),0-2(0%),11-13(85%),4,4,1,5,2,0,4,1,9,0/0,21,2019202000057,山东
2028,王汝恒,24,30,0,3-5(60%),1-4(25%),3-3(100%),0,2,1,1,2,2,0,0,2,0/0,12,2019202000057,山东
2029,田嘉夫,14,15,0,0-1(0%),2-4(50%),0-0(0%),2,0,0,3,0,1,0,0,2,0/0,6,2019202000057,山东
2030,张庆鹏,9,12,0,1-1(100%),0-2(0%),1-2(50%),0,0,0,2,0,1,0,0,1,0/0,3,2019202000057,山东
2031,朱荣振,35,3,0,1-1(100%),0-0(0%),1-2(50%),1,1,0,0,0,0,0,0,1,0/0,3,2019202000057,山东
2032,张辉,4,8,0,0-1(0%),0-0(0%),0-0(0%),0,0,1,1,1,0,0,0,0,0/0,0,2019202000057,山东
2033,侯沛佐,10,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000057,山东
2034,王冠翔,13,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000057,山东
2035,孙贺男,31,2,0,0-0(0%),0-0(0%),0-2(0%),0,0,0,1,0,0,0,0,1,0/0,0,2019202000057,山东
2036,李泓翰,7,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000057,山东
2037,刘大鹏,1,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000057,山东
2038,吴轲,15,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000057,山东
2039,马光翰,5,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000057,山东
2040,山东,--,--,--,28-52(54%),7-35(20%),22-30(73%),16,29,11,26,7,14,5,6,27,0/0,99,2019202000057,山东
2041,布鲁克斯,6,34,1,12-17(71%),1-5(20%),6-8(75%),1,2,7,3,2,1,1,0,8,0/0,33,2019202000057,广东
2042,易建联,9,30,1,7-11(64%),3-7(43%),5-6(83%),0,12,0,2,1,3,2,1,6,0/0,28,2019202000057,广东
2043,任骏飞,20,34,1,3-6(50%),1-3(33%),4-5(80%),3,2,1,2,1,0,0,0,4,0/0,13,2019202000057,广东
2044,胡明轩,3,22,1,1-1(100%),1-1(100%),3-4(75%),0,1,1,2,1,0,0,0,3,0/0,8,2019202000057,广东
2045,赵睿,10,28,1,1-1(100%),0-4(0%),0-0(0%),2,10,7,2,5,1,0,0,1,0/0,2,2019202000057,广东
2046,威姆斯,13,32,0,6-12(50%),4-6(67%),1-2(50%),0,5,4,1,1,4,0,0,1,0/0,25,2019202000057,广东
2047,杜润旺,18,12,0,0-0(0%),2-2(100%),0-0(0%),0,0,0,3,0,0,0,0,0,0/0,6,2019202000057,广东
2048,曾繁日,22,8,0,3-3(100%),0-0(0%),0-0(0%),2,1,0,4,0,0,0,0,0,0/0,6,2019202000057,广东
2049,苏伟,12,11,0,1-2(50%),0-0(0%),0-0(0%),3,1,0,4,0,2,0,0,1,0/0,2,2019202000057,广东
2050,方渭博,1,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000057,广东
2051,徐杰,2,13,0,0-0(0%),0-1(0%),0-0(0%),0,0,3,2,1,0,0,0,0,0/0,0,2019202000057,广东
2052,张皓嘉,25,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000057,广东
2053,王薪凯,5,7,0,0-0(0%),0-3(0%),0-0(0%),0,1,0,0,0,0,0,0,1,0/0,0,2019202000057,广东
2054,刘旭乘,14,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000057,广东
2055,李英博,17,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000057,广东
2056,万圣伟,51,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000057,广东
2057,周鹏,11,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000057,广东
2058,刘权标,0,2,0,0-0(0%),0-1(0%),0-0(0%),1,0,0,2,0,0,0,0,0,0/0,0,2019202000057,广东
2059,广东,--,--,--,34-53(64%),12-33(36%),19-25(76%),12,35,23,27,12,11,3,1,25,0/0,123,2019202000057,广东
2060,弗格,18,39,1,6-12(50%),2-3(67%),6-6(100%),0,9,12,4,3,2,0,0,6,0/0,24,2019202000058,北控
2061,桑尼,7,34,1,8-12(67%),0-2(0%),2-2(100%),2,3,1,3,2,6,0,1,5,0/0,18,2019202000058,北控
2062,孙悦,9,37,1,2-2(100%),3-4(75%),2-2(100%),0,2,3,2,2,2,1,1,1,0/0,15,2019202000058,北控
2063,王少杰,14,22,1,2-6(33%),0-0(0%),1-2(50%),1,4,0,6,0,1,1,0,2,0/0,5,2019202000058,北控
2064,王子瑞,1,26,1,1-4(25%),0-2(0%),3-6(50%),0,0,3,4,0,1,0,0,4,0/0,5,2019202000058,北控
2065,贾森-汤普森,6,32,0,8-15(53%),0-0(0%),1-3(33%),8,8,1,5,1,5,0,1,4,0/0,17,2019202000058,北控
2066,张帆,3,25,0,5-8(63%),0-2(0%),0-0(0%),1,2,2,0,2,3,0,0,0,0/0,10,2019202000058,北控
2067,孙桐林,55,13,0,2-3(67%),0-0(0%),1-2(50%),2,2,1,0,2,0,0,0,1,0/0,5,2019202000058,北控
2068,许梦君,19,1,0,0-1(0%),1-1(100%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,3,2019202000058,北控
2069,陈金龙,33,5,0,0-0(0%),1-2(50%),0-0(0%),0,1,0,1,0,0,0,0,0,0/0,3,2019202000058,北控
2070,常亚松,16,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000058,北控
2071,王向彬,23,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000058,北控
2072,陈子安,20,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000058,北控
2073,班铎,29,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000058,北控
2074,景浩扬,12,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000058,北控
2075,于梁,11,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000058,北控
2076,高尚,27,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000058,北控
2077,宗赞,13,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000058,北控
2078,王征,28,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000058,北控
2079,孟博龙,4,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000058,北控
2080,北控,--,--,--,34-63(54%),7-16(44%),16-23(70%),14,31,23,25,12,20,2,3,23,0/0,105,2019202000058,北控
2081,赵岩昊,25,32,1,1-2(50%),3-10(30%),3-4(75%),2,1,1,3,3,2,0,0,4,0/0,14,2019202000058,广厦
2082,艾伦-杰克逊,6,40,1,3-6(50%),1-4(25%),4-6(67%),2,4,7,2,4,6,0,0,6,0/0,13,2019202000058,广厦
2083,胡金秋,21,32,1,5-11(45%),0-0(0%),0-0(0%),2,4,0,3,1,1,2,0,0,0/0,10,2019202000058,广厦
2084,刘铮,11,35,1,2-8(25%),0-2(0%),6-10(60%),2,2,5,2,3,2,0,0,7,0/0,10,2019202000058,广厦
2085,苏若禹,5,20,1,3-4(75%),0-0(0%),2-2(100%),1,1,1,5,1,1,0,0,4,0/0,8,2019202000058,广厦
2086,孙铭徽,17,33,0,5-8(63%),3-7(43%),2-2(100%),0,2,1,4,0,4,1,0,2,0/0,21,2019202000058,广厦
2087,法里德,3,21,0,3-9(33%),0-2(0%),2-4(50%),3,4,0,3,2,2,1,0,2,0/0,8,2019202000058,广厦
2088,赵天熠,15,13,0,1-2(50%),0-0(0%),0-0(0%),0,2,0,1,0,0,0,0,0,0/0,2,2019202000058,广厦
2089,杜金伦,2,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000058,广厦
2090,吴羽佳,10,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000058,广厦
2091,赵嘉义,35,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000058,广厦
2092,李金效,13,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000058,广厦
2093,赵嘉仁,32,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000058,广厦
2094,李京龙,9,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000058,广厦
2095,原晨云,18,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000058,广厦
2096,朱俊龙,23,9,0,0-0(0%),0-1(0%),0-0(0%),0,0,0,1,1,1,0,0,0,0/0,0,2019202000058,广厦
2097,广厦,--,--,--,23-50(46%),7-26(27%),19-28(68%),12,20,15,24,15,19,4,0,25,0/0,86,2019202000058,广厦
2098,德怀特-拜克斯,8,39,1,7-14(50%),2-6(33%),10-13(77%),0,6,15,2,5,5,0,0,9,0/0,30,2019202000059,深圳
2099,贺希宁,0,39,1,3-4(75%),3-6(50%),4-4(100%),0,3,0,0,0,0,0,0,2,0/0,19,2019202000059,深圳
