球员,号码,出场时间,首发,2分中-投,3分中-投,罚球中-投,进攻篮板,防守篮板,助攻,犯规,抢断,失误,盖帽,扣篮,被侵,快攻,得分,Game_ID,球队
王奕博,15,3,0,0-1(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,浙江
林孝天,5,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,浙江
白杰,16,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,浙江
李耀强,11,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,浙江
付磊,3,6,0,0-0(0%),0-1(0%),0-0(0%),1,0,0,2,0,0,0,0,0,0/0,0,2.0192E+12,浙江
刘泽一,10,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,浙江
孙岩松,9,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,浙江
王仔路,23,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,浙江
鞠鹏,7,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,浙江
刘育辰,30,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,浙江
浙江,--,--,--,20-39(51%),16-37(43%),21-29(72%),11,14,22,27,18,11,2,0,29,0/0,109,2.0192E+12,浙江
哈德森,0,25,1,2-4(50%),1-6(17%),3-3(100%),0,3,6,2,1,3,0,0,1,0/0,10,2.0192E+12,山东
吴轲,15,21,1,2-3(67%),0-1(0%),2-2(100%),2,4,4,3,0,5,0,0,1,0/0,6,2.0192E+12,山东
贾诚,23,11,1,2-3(67%),0-0(0%),0-0(0%),0,2,0,2,2,3,1,0,1,0/0,4,2.0192E+12,山东
侯沛佐,10,25,1,0-1(0%),1-1(100%),0-0(0%),1,0,2,1,1,2,0,0,2,0/0,3,2.0192E+12,山东
陈培东,44,13,1,0-0(0%),1-3(33%),0-0(0%),0,0,0,1,0,1,0,0,1,0/0,3,2.0192E+12,山东
张庆鹏,9,38,0,4-5(80%),4-6(67%),6-7(86%),0,3,6,3,2,3,0,0,9,0/0,26,2.0192E+12,山东
张辉,4,20,0,3-4(75%),2-2(100%),4-4(100%),2,1,1,6,1,1,0,0,2,0/0,16,2.0192E+12,山东
詹姆斯-梅斯,40,34,0,8-14(57%),0-0(0%),0-0(0%),2,8,3,5,0,1,1,0,4,0/0,16,2.0192E+12,山东
陶汉林,20,27,0,6-7(86%),0-0(0%),3-3(100%),3,2,1,1,1,2,1,4,5,0/0,15,2.0192E+12,山东
李敬宇,8,21,0,1-2(50%),2-4(50%),0-0(0%),0,5,0,5,0,1,0,0,0,0/0,8,2.0192E+12,山东
孙贺男,31,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,山东
田嘉夫,14,1,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,山东
王冠翔,13,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,山东
李泓翰,7,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,山东
刘大鹏,1,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,山东
王汝恒,24,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,山东
朱荣振,35,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,山东
马光翰,5,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,山东
山东,--,--,--,28-43(65%),11-23(48%),18-19(95%),10,28,23,29,8,22,3,4,26,0/0,107,2.0192E+12,山东
胡金秋,21,28,1,8-12(67%),0-0(0%),5-7(71%),4,5,0,2,1,0,1,1,4,0/0,21,2.0192E+12,广厦
赵岩昊,25,28,1,2-4(50%),3-10(30%),5-5(100%),0,5,1,5,2,0,0,0,2,0/0,18,2.0192E+12,广厦
刘铮,11,29,1,4-6(67%),1-3(33%),5-5(100%),3,2,2,2,0,0,1,0,5,0/0,16,2.0192E+12,广厦
艾伦-杰克逊,6,33,1,5-10(50%),1-2(50%),3-4(75%),0,3,16,2,1,1,0,0,4,0/0,16,2.0192E+12,广厦
苏若禹,5,22,1,6-8(75%),0-0(0%),0-1(0%),4,4,0,2,1,3,1,0,2,0/0,12,2.0192E+12,广厦
孙铭徽,17,32,0,6-7(86%),2-3(67%),1-2(50%),1,3,3,3,1,5,0,0,2,0/0,19,2.0192E+12,广厦
法里德,3,36,0,5-14(36%),1-4(25%),1-2(50%),1,11,5,5,2,1,2,1,3,0/0,14,2.0192E+12,广厦
朱俊龙,23,16,0,0-0(0%),2-4(50%),2-4(50%),1,1,2,5,0,0,0,0,2,0/0,8,2.0192E+12,广厦
赵天熠,15,3,0,1-1(100%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,2,2.0192E+12,广厦
李京龙,9,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广厦
李金效,13,5,0,0-1(0%),0-0(0%),0-0(0%),0,0,1,4,0,0,0,0,0,0/0,0,2.0192E+12,广厦
原晨云,18,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广厦
赵嘉义,35,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广厦
吴羽佳,10,3,0,0-0(0%),0-1(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广厦
杜金伦,2,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广厦
赵嘉仁,32,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,广厦
广厦,--,--,--,37-63(59%),10-27(37%),22-30(73%),14,34,30,30,8,10,5,2,24,0/0,126,2.0192E+12,广厦
亚当斯,4,42,1,6-12(50%),5-13(38%),10-10(100%),0,5,7,5,2,3,0,0,10,0/0,37,2.0192E+12,青岛
翟逸,33,30,1,7-10(70%),0-0(0%),2-3(67%),0,1,1,1,3,3,0,2,5,0/0,16,2.0192E+12,青岛
焦海龙,17,23,1,3-5(60%),2-4(50%),0-0(0%),1,3,2,5,0,0,2,0,1,0/0,12,2.0192E+12,青岛
赵大鹏,30,10,1,1-3(33%),0-0(0%),0-0(0%),1,1,0,0,0,0,0,0,0,0/0,2,2.0192E+12,青岛
赵戌宏,20,5,1,0-0(0%),0-0(0%),0-0(0%),1,1,0,0,0,0,0,0,1,0/0,0,2.0192E+12,青岛
约翰逊,41,29,0,8-12(67%),0-0(0%),8-9(89%),6,11,2,4,1,2,0,1,6,0/0,24,2.0192E+12,青岛
杨金蒙,7,13,0,3-5(60%),1-5(20%),0-0(0%),1,0,0,4,0,1,0,0,0,0/0,9,2.0192E+12,青岛
刘传兴,21,9,0,3-4(75%),0-0(0%),1-3(33%),3,3,0,1,1,1,1,0,3,0/0,7,2.0192E+12,青岛
张骋宇,6,25,0,1-6(17%),1-4(25%),0-0(0%),2,1,1,1,1,0,0,0,1,0/0,5,2.0192E+12,青岛
王庆明,32,28,0,0-2(0%),0-3(0%),2-2(100%),0,3,3,2,0,0,0,0,1,0/0,2,2.0192E+12,青岛
许家晗,3,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,青岛
周湛东,24,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,青岛
王睿泽,2,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,青岛
杨凯,9,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,青岛
张昊,55,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,青岛
丁皓然,35,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,青岛
赵泰隆,8,15,0,0-2(0%),0-1(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,青岛
邵英伦,11,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,青岛
史文龙,26,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,青岛
林韦翰,16,5,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,1,0,1,0,0,0,0/0,0,2.0192E+12,青岛
青岛,--,--,--,32-61(52%),9-30(30%),23-27(85%),15,29,16,24,8,11,3,3,28,0/0,114,2.0192E+12,青岛
范子铭,17,28,1,8-9(89%),0-1(0%),3-3(100%),3,3,4,4,0,2,0,0,5,0/0,19,2.0192E+12,新疆
周琦,9,19,1,5-5(100%),1-1(100%),1-1(100%),2,5,0,2,0,1,0,1,2,0/0,14,2.0192E+12,新疆
阿不都沙拉木,23,19,1,5-5(100%),1-4(25%),1-3(33%),0,6,1,0,2,1,0,1,3,0/0,14,2.0192E+12,新疆
可兰白克,13,18,1,0-1(0%),2-4(50%),0-0(0%),0,1,1,1,0,1,0,0,0,0/0,6,2.0192E+12,新疆
凯-费尔德,1,12,1,2-3(67%),0-2(0%),0-0(0%),0,1,4,1,0,0,0,0,1,0/0,4,2.0192E+12,新疆
斯托克斯,2,26,0,11-15(73%),0-2(0%),2-3(67%),2,18,3,4,1,4,2,1,3,0/0,24,2.0192E+12,新疆
唐才育,8,34,0,4-5(80%),2-4(50%),1-3(33%),2,0,4,4,0,2,1,0,2,0/0,15,2.0192E+12,新疆
鲁吐布拉,26,8,0,3-5(60%),0-0(0%),1-2(50%),2,1,0,1,0,0,0,1,1,0/0,7,2.0192E+12,新疆
齐麟,11,20,0,3-6(50%),0-1(0%),1-2(50%),1,0,2,5,0,4,0,0,2,0/0,7,2.0192E+12,新疆
曾令旭,6,18,0,0-1(0%),1-2(50%),2-2(100%),1,1,6,2,1,1,1,0,2,0/0,5,2.0192E+12,新疆
西热力江,20,22,0,0-2(0%),1-3(33%),0-0(0%),0,1,7,3,0,1,1,0,0,0/0,3,2.0192E+12,新疆
俞长栋,7,9,0,1-2(50%),0-2(0%),0-0(0%),0,0,0,2,0,0,0,0,0,0/0,2,2.0192E+12,新疆
热甫卡提江-吐送江,31,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,新疆
刘羽楠,18,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,新疆
刘力鹏,35,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,新疆
西尔扎提-赛买提,0,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,新疆
新疆,--,--,--,42-59(71%),8-26(31%),12-19(63%),13,37,32,29,4,17,5,4,21,0/0,120,2.0192E+12,新疆
雷蒙,11,36,1,5-7(71%),1-6(17%),4-6(67%),2,4,1,3,1,0,1,0,4,0/0,17,2.0192E+12,八一
许钟豪,27,37,1,1-6(17%),0-0(0%),6-8(75%),5,3,1,3,1,1,2,0,6,0/0,8,2.0192E+12,八一
付豪,1,17,1,2-7(29%),0-1(0%),4-4(100%),0,6,1,5,0,1,0,0,2,0/0,8,2.0192E+12,八一
田宇翔,7,20,1,2-5(40%),0-0(0%),3-3(100%),0,0,1,0,1,2,0,0,3,0/0,7,2.0192E+12,八一
郭昊文,6,20,1,0-5(0%),0-0(0%),5-6(83%),0,1,1,5,1,1,0,0,5,0/0,5,2.0192E+12,八一
罗凯文,17,29,0,5-9(56%),2-5(40%),3-3(100%),0,1,1,2,4,1,0,0,1,0/0,19,2.0192E+12,八一
宁鸿宇,16,26,0,0-3(0%),3-3(100%),4-4(100%),1,1,1,0,3,0,0,0,3,0/0,13,2.0192E+12,八一
阿尔斯兰,5,26,0,1-3(33%),3-4(75%),1-1(100%),1,0,6,2,1,3,0,0,3,0/0,12,2.0192E+12,八一
王俊杰,3,10,0,3-6(50%),1-1(100%),0-1(0%),0,4,0,1,0,0,0,0,1,0/0,9,2.0192E+12,八一
缪光旸,21,10,0,1-3(33%),0-0(0%),0-0(0%),0,0,0,0,1,0,0,0,1,0/0,2,2.0192E+12,八一
邹雨宸,10,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,八一
余晨,15,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,八一
张祖铭,20,2,0,0-1(0%),0-1(0%),0-0(0%),1,0,0,0,0,1,0,0,0,0/0,0,2.0192E+12,八一
马泳,25,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,八一
张旭,13,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,八一
韩硕,33,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,八一
刘航初,9,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,八一
石颜博,18,1,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,八一
八一,--,--,--,20-55(36%),10-21(48%),30-36(83%),10,20,13,21,13,10,3,0,29,0/0,100,2.0192E+12,八一
福特森,4,44,1,10-18(56%),2-5(40%),13-16(81%),1,6,13,2,2,4,0,0,13,0/0,39,2.0192E+12,四川
李原宇,15,36,1,6-10(60%),1-5(20%),0-0(0%),2,5,0,3,0,5,0,0,2,0/0,15,2.0192E+12,四川
袁振梁,25,8,1,1-1(100%),0-0(0%),2-2(100%),2,0,0,0,0,1,0,0,1,0/0,4,2.0192E+12,四川
胡林森,8,11,1,0-0(0%),1-2(50%),0-0(0%),0,2,0,2,0,0,0,0,0,0/0,3,2.0192E+12,四川
陈辰,32,22,1,0-2(0%),0-4(0%),0-0(0%),0,1,2,1,0,3,0,0,0,0/0,0,2.0192E+12,四川
托马斯-罗宾逊,41,27,0,6-11(55%),0-1(0%),4-5(80%),3,6,2,1,2,2,1,1,3,0/0,16,2.0192E+12,四川
左朕年,13,31,0,3-6(50%),2-5(40%),1-1(100%),1,2,0,0,1,1,0,0,1,0/0,13,2.0192E+12,四川
李柯七,17,21,0,1-2(50%),0-4(0%),1-2(50%),1,4,0,4,1,1,0,0,1,0/0,3,2.0192E+12,四川
莫蒙尘,10,26,0,0-2(0%),1-1(100%),0-0(0%),0,2,1,3,1,1,0,0,0,0/0,3,2.0192E+12,四川
侯天一,14,5,0,1-1(100%),0-0(0%),0-0(0%),0,1,0,0,0,0,0,0,0,0/0,2,2.0192E+12,四川
胡钧淋,2,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,四川
王政博,6,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,四川
孟达,12,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,四川
张松涛,39,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,四川
景菡一,1,3,0,0-0(0%),0-0(0%),0-0(0%),1,0,0,4,0,0,0,0,0,0/0,0,2.0192E+12,四川
郭治瀚,11,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,四川
于刚,77,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,四川
闵庆飞,7,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,四川
袁堂文,3,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,四川
四川,--,--,--,28-53(53%),7-27(26%),21-26(81%),11,29,18,20,7,18,1,1,21,0/0,98,2.0192E+12,四川
琼斯,55,41,1,8-10(80%),3-10(30%),15-15(100%),0,8,10,3,2,3,1,0,16,0/0,40,2.0192E+12,吉林
崔晋铭,5,44,1,8-14(57%),1-4(25%),0-0(0%),3,4,6,3,3,1,1,0,0,0/0,19,2.0192E+12,吉林
钟诚,12,35,1,2-3(67%),4-7(57%),0-0(0%),2,3,3,5,1,1,1,0,0,0/0,16,2.0192E+12,吉林
姜宇星,13,29,1,3-6(50%),0-1(0%),5-6(83%),0,1,4,3,3,0,0,0,3,0/0,11,2.0192E+12,吉林
李安,4,8,1,1-2(50%),0-0(0%),0-0(0%),1,0,0,1,0,0,0,0,0,0/0,2,2.0192E+12,吉林
代怀博,36,18,0,0-1(0%),4-7(57%),0-0(0%),1,3,0,1,0,0,0,0,0,0/0,12,2.0192E+12,吉林
姜伟泽,11,28,0,1-3(33%),2-7(29%),1-1(100%),1,3,2,1,2,1,0,0,1,0/0,9,2.0192E+12,吉林
霍尔曼,32,27,0,3-9(33%),0-0(0%),0-0(0%),4,8,1,3,3,2,1,2,0,0/0,6,2.0192E+12,吉林
张彪,14,5,0,1-3(33%),0-0(0%),0-0(0%),0,0,0,1,0,0,0,0,0,0/0,2,2.0192E+12,吉林
柴长易,6,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,吉林
付博文,3,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,吉林
刘天意,1,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,吉林
孔德高,7,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,吉林
郭金林,21,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,吉林
廉明,44,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,吉林
夏钰博,15,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,吉林
耿铭旸,33,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,吉林
吉林,--,--,--,27-51(53%),14-36(39%),21-22(95%),12,30,26,21,14,8,4,2,20,0/0,117,2.0192E+12,吉林
富兰克林,11,41,1,7-16(44%),5-12(42%),15-16(94%),2,6,12,3,1,4,5,0,12,0/0,44,2.0192E+12,山西
原帅,7,41,1,3-4(75%),1-7(14%),3-3(100%),0,0,3,2,2,2,0,0,2,0/0,12,2.0192E+12,山西
任骏威,10,34,1,3-4(75%),1-4(25%),1-2(50%),0,7,1,1,0,0,0,0,2,0/0,10,2.0192E+12,山西
刘冠岑,17,32,1,0-2(0%),2-2(100%),0-0(0%),0,0,0,4,0,1,0,0,0,0/0,6,2.0192E+12,山西
葛昭宝,35,5,1,1-2(50%),0-1(0%),0-0(0%),0,2,0,2,0,0,0,0,0,0/0,2,2.0192E+12,山西
埃里克-莫兰德,3,30,0,6-9(67%),0-0(0%),0-4(0%),8,15,3,2,0,0,1,1,5,0/0,12,2.0192E+12,山西
闫鹏飞,9,25,0,2-5(40%),2-3(67%),1-1(100%),1,4,0,5,0,0,1,0,1,0/0,11,2.0192E+12,山西
郭晓鹏,1,20,0,1-3(33%),2-3(67%),0-0(0%),2,0,0,2,0,2,0,0,1,0/0,8,2.0192E+12,山西
田桂森,0,4,0,0-0(0%),1-1(100%),0-0(0%),0,0,1,0,0,1,1,0,0,0/0,3,2.0192E+12,山西
张涵钧,25,4,0,1-2(50%),0-0(0%),0-0(0%),0,0,1,0,0,0,0,0,1,0/0,2,2.0192E+12,山西
邢志强,12,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,山西
张泽龙,24,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,山西
刘春庆,6,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,山西
卫猛,19,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,山西
滕贺麒,8,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,山西
山西,--,--,--,24-47(51%),14-33(42%),20-26(77%),13,34,21,21,3,10,8,1,24,0/0,110,2.0192E+12,山西
史蒂芬森,1,39,1,8-12(67%),3-13(23%),7-8(88%),0,9,7,5,0,2,0,0,5,0/0,32,2.0192E+12,辽宁
韩德君,55,32,1,6-10(60%),0-0(0%),7-9(78%),5,4,1,2,0,1,1,1,6,0/0,19,2.0192E+12,辽宁
郭艾伦,13,36,1,4-14(29%),0-5(0%),3-4(75%),1,1,4,3,3,0,0,0,3,0/0,11,2.0192E+12,辽宁
高诗岩,0,34,1,2-5(40%),1-2(50%),0-0(0%),1,3,5,6,1,0,1,0,0,0/0,7,2.0192E+12,辽宁
贺天举,6,10,1,1-1(100%),0-0(0%),0-0(0%),0,1,0,2,0,0,0,0,0,0/0,2,2.0192E+12,辽宁
巴斯,30,32,0,8-15(53%),0-0(0%),4-5(80%),2,6,1,3,0,1,1,5,5,0/0,20,2.0192E+12,辽宁
李晓旭,22,20,0,1-5(20%),2-2(100%),2-2(100%),3,0,0,2,1,0,0,0,1,0/0,10,2.0192E+12,辽宁
刘志轩,11,31,0,0-0(0%),1-2(50%),2-2(100%),1,1,2,1,0,0,0,0,1,0/0,5,2.0192E+12,辽宁
刘雁宇,17,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,辽宁
马壮,8,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,辽宁
赵继伟,3,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,辽宁
王化东,32,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,辽宁
孙锴祺,18,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,辽宁
郭旭,15,3,0,0-0(0%),0-1(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,辽宁
丛明晨,10,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,辽宁
卢梓杰,28,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,辽宁
鄢手骐,36,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,辽宁
辽宁,--,--,--,30-62(48%),7-25(28%),25-30(83%),13,25,20,24,5,4,3,6,21,0/0,106,2.0192E+12,辽宁
阿玛尔-斯塔德迈尔,32,34,1,8-19(42%),0-0(0%),9-9(100%),2,4,1,5,2,2,1,0,6,0/0,25,2.0192E+12,福建
王哲林,31,39,1,7-11(64%),1-3(33%),7-11(64%),0,11,1,3,2,5,0,2,7,0/0,24,2.0192E+12,福建
陈林坚,15,40,1,3-5(60%),3-10(30%),4-4(100%),1,2,1,3,3,1,0,0,1,0/0,19,2.0192E+12,福建
黄毅超,14,29,1,3-5(60%),0-4(0%),3-3(100%),2,2,1,5,1,1,0,0,3,0/0,9,2.0192E+12,福建
汤杰,7,26,1,2-4(50%),0-1(0%),0-1(0%),0,1,1,2,1,0,0,0,2,0/0,4,2.0192E+12,福建
泰-劳森,1,42,0,10-14(71%),2-6(33%),11-13(85%),0,4,9,4,1,0,0,0,11,0/0,37,2.0192E+12,福建
胡珑贸,10,23,0,0-0(0%),2-4(50%),0-0(0%),0,2,1,4,3,3,0,0,3,0/0,6,2.0192E+12,福建
孙椿棚,13,15,0,1-2(50%),0-0(0%),0-0(0%),1,3,2,5,1,0,0,0,2,0/0,2,2.0192E+12,福建
孙喆,17,13,0,0-0(0%),0-0(0%),0-2(0%),1,1,1,4,1,0,0,0,1,0/0,0,2.0192E+12,福建
卡米然斯地克江,3,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,福建
李江淮,5,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,福建
徐铭智,0,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,福建
谢亚财,19,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,福建
曹飞,29,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,福建
王润锋,16,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,福建
何重达,11,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,福建
刁成灏,24,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,福建
刘洺宇,6,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2.0192E+12,福建
福建,--,--,--,34-60(57%),8-28(29%),34-43(79%),7,30,18,35,15,12,1,2,36,0/0,126,2.0192E+12,福建
吉布森,22,38,1,9-15(60%),2-8(25%),18-19(95%),0,8,7,5,3,3,0,0,13,0/0,42,2.0192E+12,江苏
吴冠希,11,39,1,7-13(54%),0-1(0%),4-4(100%),1,4,1,6,1,1,2,1,5,0/0,18,2.0192E+12,江苏
易立,8,41,1,4-4(100%),2-4(50%),1-2(50%),0,3,7,2,1,6,1,0,2,0/0,15,2.0192E+12,江苏
王洪,9,20,1,2-2(100%),1-1(100%),0-0(0%),0,2,1,4,1,0,0,0,0,0/0,7,2.0192E+12,江苏
柳伟,15,21,1,2-3(67%),0-1(0%),0-0(0%),0,3,0,6,0,1,0,0,0,0/0,4,2.0192E+12,江苏
拉杜利察,13,35,0,6-11(55%),0-1(0%),7-8(88%),2,12,1,5,1,3,2,1,11,0/0,19,2.0192E+12,江苏
史鸿飞,4,37,0,2-2(100%),3-7(43%),1-2(50%),1,3,6,4,2,2,0,0,3,0/0,14,2.0192E+12,江苏
